interval	rhyme_lab	character_lab	syllable_lab	rhyme_dur	character_dur	f0mean	f0min	f0max	f0min_point	f0max_point	intmean	intmin	intmax	f0_1	f0_2	f0_3	f0_4	f0_5	f0_6	f0_7	f0_8	f0_9	f0_10
1	yaw	小	xyaw	0.11000000000000004	0.26	238.679557989761	228.10080835866714	252.45628142735055	1	0.011544872111203652	80.51289449894664	75.5909617812419	82.51060158535233	250.31696996759626	248.14687623037685	239.24675925466875	237.77606052737903	238.67077771658194	238.6992516085392	237.84447872457582	236.02234032412787	231.93780538516063	228.10080835866714
2	iN	莹	yiN	0.29000000000000004	0.33999999999999997	182.55000511492628	159.75393990924954	204.98757375231887	0.30331529252860456	0	78.57254969449738	70.30735579487559	82.26286238388144	204.98757375231887	183.84087506396799	164.5472555720559	161.31761155958404	170.69925420305012	178.33146198856514	186.9070724006978	197.82796719098317	199.50585105141607	202.77174433371124
3	wey	对	dwey	0.17000000000000004	0.20999999999999996	259.5115167264117	213.80253020186447	280.2102690600367	0.9411714602112566	0.567385010424292	81.7209051203005	73.51125669262922	86.58937011723569	236.11864977946084	257.2259476162478	267.15090604101465	272.77876450125797	273.25148012804044	279.1329726896562	273.4391972088098	256.7863825823516	226.14600644299318	228.21444199509665
4	i	集	ji	0.09999999999999987	0.19999999999999996	185.39773423846515	174.4632486915023	201.26131999177892	0.15019984000373984	0.7889178615975722	74.71635548364289	69.70732237050305	77.63651152511704	175.70942815206323	174.75381475789717	174.96887282938874	178.23709154499798	184.26769370052318	189.9553014550473	195.5128078850536	197.10501553974484	196.09321934583008	179.10397119225723
5	i	体	ti	0.06000000000000005	0.1200000000000001	222.96822227546915	212.96261390769953	228.83040118499247	1	0.2693092555004196	79.82131183215135	78.06781556524216	81.27287220373148	218.12946945898761	225.63177709347104	226.09761372142444	225.55824020558774	225.018866689751	224.22039518269168	223.38490967688628	222.54942417108091	218.0198803477825	212.96261390769953
6	w>	活	hw>	0.1100000000000001	0.16999999999999993	197.09707461051255	189.834505026672	205.85636846340321	0	0.8992454617265916	77.25936817662698	75.54370189377953	79.26877462086331	189.834505026672	191.73113903456104	191.11372928805906	191.69124590620024	192.97347540307518	196.64565680600128	200.6632956377901	205.05929260595204	205.78049041216286	205.73149294305398
7	oN	动	doN	0.11999999999999988	0.15999999999999992	237.74841102298143	218.0857667997318	249.2082710015211	0.9560694727150274	0.4375043337648381	80.1972969411314	77.45498087078255	82.79437239337223	230.96327337743367	235.86441373040003	240.9982116968906	245.69457620971355	248.037130760307	243.93833026440052	237.68308890915162	234.77078801258602	226.81764886028492	221.8879429111313
8	oN	从	coN	0.17999999999999994	0.22999999999999998	155.82800925544743	139.5450808827189	210.10037489794763	0.4909149601595215	0	77.29154218532992	73.67436694300027	80.16544290897113	210.10037489794763	183.24426914192236	154.97281394824182	142.87925307871876	139.85416085319994	139.9776513493842	145.32574238031626	152.06583986889544	157.7943272526751	165.87767158156103
9	@y	来	l@y	0.0900000000000003	0.13000000000000034	166.91407250187956	157.84567848380857	174.21996653321727	1	0	73.24874972001334	71.1420132541439	74.97116710868073	174.21996653321727	171.7982393721539	170.83315668277845	169.59770269938184	167.55113483392176	165.9227060537284	165.5486945293352	164.36762375829315	160.765375247305	157.84567848380857
10	ow	都	dow	0.06999999999999984	0.1299999999999999	153.17689410714698	103.27683388627536	177.66348491703147	0.8119928094604635	0	74.04218391290965	67.01828311942327	77.87742967057625	177.66348491703147	177.19333694012795	176.7231889632244	172.69922325997373	167.49065164794104	159.05486004899942	135.77385651027998	112.49285297155973	119.48092177548855	146.05486091877393
