interval	rhyme_lab	character_lab	syllable_lab	rhyme_dur	character_dur	f0mean	f0min	f0max	f0min_point	f0max_point	intmean	intmin	intmax	f0_1	f0_2	f0_3	f0_4	f0_5	f0_6	f0_7	f0_8	f0_9	f0_10
1	yaw	小	xyaw	0.08999999999999997	0.19	246.26437761519597	241.22567533323246	251.54286769098903	0.371626293231474	1	81.87423374703829	76.52478727433761	83.85725450581981	249.51731598366536	246.29074854191757	243.56154561598885	242.32443623751732	242.12754982645222	245.0513323176062	247.59234918493914	248.98506918080864	250.33226088036642	251.54286769098903
2	iN	影	yiN	0.07000000000000006	0.09999999999999998	255.76410524742823	252.7296730959551	258.8347324364226	0.13202617795953842	1	82.01542774438852	81.32433692226532	82.83894950938114	253.64721583332167	253.45473599839664	253.26225616347162	254.72733961024718	256.74494415092295	258.1950403445852	257.0345981419849	255.87415593938454	256.70893229985217	258.8347324364226
3	@y	买	m@y	0.07000000000000006	0.12	237.4913448362579	213.53783565034968	254.53524806814525	1	0	81.87301565223196	79.66149468001332	83.29274998333587	254.53524806814525	252.8351440050741	251.13503994200298	247.16015723249038	242.4270149741638	237.3200380323254	230.49342154633297	223.6668050603404	218.17157703110132	213.53783565034968
4	a	哒	da	0.029999999999999916	0.05999999999999994	191.62555126505498	182.03692014806444	203.2674234444746	0.4901520814618601	1	75.83619179052704	73.20301727929322	79.45072610804279	198.87968878998362	195.76797491901948	192.65626104805534	189.5445471770911	186.43283330612695	183.3211194351628	186.68803746283209	192.21449945671307	197.74096145059383	203.2674234444746
5	a	杂	za	0.030000000000000027	0.09000000000000008	224.60777193673744	222.09429889426147	230.7624441762187	0.840804995059492	0	81.650780426229	81.16896127325114	82.56726085050505	230.7624441762187	228.25258502169714	225.74272586717544	224.74386684399985	224.24867453127288	223.75348221854588	223.2582899058189	222.76309759309194	222.26790528036497	222.7343572693974
6	i	李	li	0.19999999999999996	0.2599999999999999	235.49192679046405	188.483395456062	259.40794895630313	0.9431605272357593	0.47383848784068994	78.50540392526356	70.71384942783017	81.51020795548814	254.33595254677653	252.2219531343056	249.6609406057018	251.6992964593609	257.11067571973416	253.27524682658122	232.706636295381	207.64639781267732	190.85700415490348	191.81349892781995
7	I	子	zI	0.030000000000000027	0.06000000000000005	203.73414160940158	200.5267125101353	205.71826561187538	1	0.04556606319078649	83.70880715613633	81.47969407026119	85.34885179913742	205.12576667491737	205.28551116785692	205.44525566079648	204.98535220639423	204.3188994362113	203.65244666602842	202.9859938958455	202.31954112566257	201.65308835547967	200.5267125101353
8	a	啊	a	0.16999999999999993	0.16999999999999993	192.23397573052546	183.8175887147779	208.85923964896887	0.5012660517200156	0.9293902866824963	78.48317075460452	70.04433841734308	85.03467144579022	200.5267125101353	193.68052371116758	191.89962394068908	187.29556855643673	184.3650826890854	184.40147419772694	187.2241980884529	194.08489889481623	204.837039726637	201.73967151908133
